Sample,Name,Origin,Species,lat,long,Type,Flower_time (day)
R5136,zheshuang-6,China,Brassica napus L.,31.048656,114.553445,Semi-winter,NA
R5137,DWKL,China,Brassica napus L.,29.013381,110.927957,Winter,NA
R5138,qingza-3,China,Brassica napus L.,28.82105,111.4553,Spring,NA
R5139,huyou17,China,Brassica napus L.,28.280635,112.751687,Semi-winter,NA
R5140,deqingdali,China,Brassica napus L.,27.95118,112.422097,Semi-winter,NA
R5141,Fa3-3,China,Brassica napus L.,27.912354,112.949441,Semi-winter,NA
R5142,zheshuang-8,China,Brassica napus L.,30.803621,117.497781,Semi-winter,178
R5143,C935,China,Brassica napus L.,30.273732,117.387918,Semi-winter,166
R5144,zhongshuang2-wenmin,China,Brassica napus L.,30.102797,118.442605,Semi-winter,NA
R5145,U1-5,China,Brassica napus L.,29.893476,118.618386,Semi-winter,NA
R5146,za13-3,China,Brassica napus L.,29.492641,119.035867,Semi-winter,176
R5147,gaoyou004,China,Brassica napus L.,32.524079,120.156472,Spring,152
R5148,ganyouza-3,China,Brassica napus L.,29.721886,120.793679,Winter,NA
R5149,ningyou-7,China,Brassica napus L.,28.570488,118.838113,Semi-winter,166
R5150,zheyou50-2,China,Brassica napus L.,32.487018,110.884011,Semi-winter,168
R5151,CM133-5,China,Brassica napus L.,31.386895,111.191629,Semi-winter,167
R5152,Q45,China,Brassica napus L.,27.892936,115.805886,Semi-winter,NA
R5153,Rr1-3,China,Brassica napus L.,28.203208,114.948953,Semi-winter,125
R5154,qingza7huifuxi,China,Brassica napus L.,27.191573,114.5095,Spring,125
R5155,2137changguizhong,China,Brassica napus L.,26.584062,115.981668,Semi-winter,125
R5156,huyou15,China,Brassica napus L.,26.367711,115.388406,Semi-winter,166
R5157,youH1023,China,Brassica napus L.,27.425857,111.587136,Semi-winter,NA
R5158,N3-1,China,Brassica napus L.,26.426756,117.322,Semi-winter,NA
R5159,niujiaoyoucai,China,Brassica napus L.,26.721527,117.959207,Semi-winter,171
R5160,CH4-18,China,Brassica napus L.,26.210111,118.266824,Semi-winter,176
R5161,CH33-6,China,Brassica napus L.,26.150956,117.124246,Semi-winter,166
